3,4,5,4,240
1,6,1,1,6
8,2,7,5,560
5,1,7,5,175
5,1,7,6,210
6,5,2,4,240
6,6,1,7,252
7,6,3,2,252
8,5,1,7,280
4,6,6,1,144
4,8,7,8,1792
3,6,3,4,216
6,3,1,6,108
1,3,8,3,72
5,5,4,4,400
4,2,5,8,320
4,8,2,5,320
1,7,7,5,245
5,3,4,4,240
1,5,1,7,35
7,2,5,5,350
6,3,4,2,144
8,3,3,6,432
8,5,5,8,1600
1,7,2,1,14
1,5,1,3,15
5,1,3,8,120
3,1,3,8,72
1,4,4,5,80
6,7,2,7,588
6,8,4,4,768
8,3,6,6,864
3,3,1,8,72
1,7,7,8,392
2,3,1,8,48
1,5,4,4,80
6,1,4,3,14
7,4,8,6,1344
4,5,4,5,400
6,2,3,6,216
3,8,4,7,672
6,5,3,6,540
1,1,2,4,8
6,2,7,6,504
8,4,1,4,128
7,2,4,8,448
8,5,2,1,80
7,8,2,4,448
2,1,5,4,40
3,2,2,3,36
5,8,2,5,400
6,1,6,8,288
7,4,1,4,112
4,7,4,6,672
8,8,4,5,1280
1,1,8,8,18
8,2,1,6,96
1,4,3,7,84
1,6,2,7,84
5,1,5,3,75
1,3,8,1,24
5,5,7,6,1050
3,1,7,2,42
3,2,4,4,96
4,3,6,2,15
6,4,4,1,96
3,5,3,2,90
6,5,2,1,60
1,2,6,8,96
4,1,3,4,48
5,1,2,5,50
8,4,2,8,512
6,3,7,4,504
8,8,1,1,64
8,2,7,4,448
8,4,5,6,960
5,2,1,1,10
7,5,6,1,210
1,2,3,4,24
8,7,7,7,2744
8,5,5,1,200
2,6,1,1,12
8,2,3,7,336
8,7,8,8,3584
3,2,7,8,336
8,7,3,5,840
1,7,7,5,245
4,1,6,3,72
4,5,6,7,840
8,4,2,8,512
4,3,3,6,216
2,1,8,2,32
8,5,7,7,1960
3,8,2,6,288
4,3,5,5,300
6,5,1,3,90
3,3,1,5,45
2,6,6,1,72
6,6,1,1,36
8,1,4,4,128
4,1,4,8,128
6,3,4,5,360
1,6,5,1,30
7,7,6,3,882
1,3,8,8,192
6,8,5,8,1920
4,4,3,1,48
1,4,7,3,84
6,5,7,4,840
5,3,7,7,735
7,3,3,1,63
4,7,8,2,448
6,1,1,3,18
5,4,6,1,120
5,1,5,4,100
7,4,3,1,84
8,5,4,3,480
5,2,3,7,210
7,4,5,2,280
6,8,2,5,480
2,2,7,5,140
8,3,4,8,768
7,5,5,2,350
6,1,7,1,42
1,8,6,2,96
4,3,4,8,384
6,2,2,4,96
7,4,6,7,1176
8,1,3,2,48
1,5,2,1,10
5,7,8,2,560
3,4,6,5,360
5,7,2,8,22
5,8,2,8,640
6,8,1,5,240
6,4,6,3,432
5,7,1,8,280
3,4,4,4,192
1,3,8,5,120
5,3,4,1,60
7,2,2,5,140
7,5,7,1,245
6,3,4,6,432
4,6,4,3,288
2,4,5,8,320
6,4,5,6,21
4,1,4,1,16
7,6,5,8,1680
8,2,3,8,384
7,3,1,3,63
1,8,6,8,384
1,4,7,8,224
4,1,5,1,20
2,5,7,2,140
1,2,7,6,84
1,6,5,4,120
6,6,4,8,1152
1,2,8,8,128
6,1,8,6,288
5,6,4,4,480
4,6,3,3,216
5,5,5,2,17
3,7,6,8,1008
6,7,3,1,126
8,3,5,7,840
6,4,4,1,96
5,5,1,7,175
6,8,8,5,1920
5,1,5,1,25
4,5,3,7,420
7,7,5,3,735
1,7,8,3,168
2,7,3,1,42
8,3,6,8,1152
7,3,7,3,441
5,6,8,2,480
7,6,5,4,840
3,7,4,5,420
2,2,2,5,40
8,8,4,4,1024
7,5,6,5,1050
8,4,4,5,640
1,1,2,8,16
6,5,5,1,150
2,1,6,8,96
5,4,8,4,640
4,4,6,5,19
8,3,6,2,288
4,2,1,6,48
3,8,5,8,960
3,4,1,5,13
1,5,3,3,45
6,8,1,3,144
7,1,4,5,140
3,8,2,6,19
1,8,3,5,17
5,2,2,3,60
6,1,6,1,36
4,5,5,7,700
8,3,7,5,840
2,6,2,6,144
3,6,4,1,72
3,7,6,7,882
4,7,6,3,504
4,7,1,3,84
6,8,4,2,384
8,8,6,7,2688
8,8,3,7,1344
8,7,6,4,1344
8,3,7,1,19
7,8,5,6,1680
7,6,4,7,1176
4,4,8,7,896
3,4,1,1,12
5,7,5,4,700
6,1,6,5,180
5,4,4,4,320
7,1,8,5,280
5,8,5,4,800
7,2,6,3,18
3,4,2,3,72
7,7,8,5,1960
7,4,4,1,112
8,7,6,5,1680
7,6,5,3,630
2,8,7,1,112
2,4,1,5,40
7,6,3,2,252
5,5,8,8,1600
1,1,7,5,35
8,3,7,4,672
4,4,4,4,256
4,8,8,7,1792
4,5,8,1,160
3,4,5,1,60
6,7,7,7,2058
1,4,1,2,8
8,4,8,6,26
8,5,4,6,960
4,1,5,7,140
7,6,7,4,1176
1,6,8,4,192
1,5,1,4,20
8,4,2,7,448
1,2,1,5,10
3,4,7,2,168
1,6,5,4,120
1,3,4,5,60
8,2,5,7,560
7,8,2,1,112
2,1,8,6,96
5,3,1,1,15
7,1,2,3,42
2,6,7,6,504
5,6,3,1,90
2,3,1,1,6
2,5,3,7,210
5,2,4,4,160
5,6,7,2,420
3,7,6,3,378
7,8,6,7,2352
6,4,7,7,1176
8,4,3,2,192
3,1,3,6,54
5,6,3,1,90
1,1,4,7,28
7,4,2,4,224
8,1,4,6,192
1,4,4,4,64
3,2,3,2,36
8,6,5,5,1200
7,2,5,1,70
7,6,5,2,420
3,3,8,7,504
5,3,3,7,315
8,8,4,1,256
8,2,2,3,96
5,5,4,4,400
8,6,2,3,288
3,1,5,7,105
8,8,6,3,1152
5,5,6,8,1200
3,2,1,7,42
3,7,2,6,252
5,6,1,7,210
6,1,3,7,126
7,8,4,5,1120
8,7,7,5,1960
2,6,8,4,384
1,2,5,7,70
3,8,7,2,336
1,7,5,1,35
8,5,3,8,24
3,7,3,6,378
5,3,7,6,21
4,8,7,2,448
5,6,4,3,360
8,5,5,8,1600
6,4,2,2,96
6,5,6,1,180
5,3,2,1,30
5,1,8,8,320
7,7,2,2,196
7,4,1,8,224
2,4,1,3,24
6,8,4,8,1536
5,2,3,7,210
4,6,4,8,768
7,8,4,8,1792
5,3,8,8,960
3,6,4,6,432
4,5,6,1,120
4,6,1,3,72
4,5,1,3,60
8,2,2,6,192
7,1,3,6,126
4,2,6,8,384
7,8,1,7,392
6,1,1,6,36
1,3,4,8,96
8,5,3,6,720
4,7,6,2,336
5,4,3,1,60
8,8,2,3,384
7,6,5,8,1680
3,7,2,2,84
5,3,4,8,480
4,6,6,1,144
5,4,2,8,320
1,6,6,7,252
8,2,7,6,672
7,5,5,1,175
3,6,5,2,180
4,6,5,5,600
6,6,2,2,16
2,2,7,1,28
6,7,3,7,882
4,3,7,6,504
6,5,1,5,150
5,3,6,1,90
4,5,6,8,960
1,8,1,5,40
5,6,2,6,360
5,1,2,7,70
5,7,7,6,1470
8,6,4,4,768
6,1,2,8,96
8,8,3,6,1152
8,1,6,6,288
2,1,7,1,14
7,1,6,8,336
5,2,8,7,560
8,3,3,1,72
8,1,3,6,144
8,3,4,7,672
1,6,6,5,180
4,4,2,4,128
5,5,5,7,875
6,3,1,6,108
7,5,4,5,700
2,5,1,4,12
1,2,2,3,12
4,3,6,2,144
5,4,6,6,720
3,4,7,6,504
1,6,7,6,252
3,4,3,2,72
3,5,3,7,315
8,8,6,3,25
4,5,6,7,840
3,2,6,6,216
3,1,7,1,21
7,5,1,4,140
2,2,3,4,48
2,6,7,7,588
3,1,4,4,48
2,1,7,6,84
8,1,1,2,16
2,6,7,7,588
6,3,4,8,576
8,1,5,3,120
5,1,7,3,105
4,7,2,3,168
1,5,1,1,5
5,3,6,4,360
8,1,7,8,448
6,6,8,3,864
5,5,6,2,300
4,7,6,8,1344
2,6,3,5,180
2,5,7,3,210
3,4,8,7,672
2,6,6,1,72
2,7,6,7,588
3,3,1,8,72
5,8,2,3,240
2,7,3,2,84
2,6,7,5,420
4,5,5,6,600
5,8,1,6,240
6,3,5,7,630
6,3,6,1,108
6,5,8,5,1200
7,8,8,5,2240
3,4,8,6,576
4,3,1,1,12
2,7,2,1,28
4,8,3,5,480
3,7,3,6,378
2,8,8,3,384
3,3,3,3,81
6,2,6,7,504
3,1,1,4,12
4,5,5,4,400
1,7,2,6,84
6,7,1,3,126
1,1,6,3,18
5,7,4,3,420
2,6,6,5,360
2,7,5,8,22
8,2,8,1,128
6,4,4,6,576
1,8,8,3,192
4,3,4,1,48
1,1,5,4,20
6,4,6,5,720
6,8,6,2,576
6,4,5,8,960
6,4,4,8,22
7,5,4,7,980
5,8,4,2,320
8,3,4,3,288
4,8,6,8,1536
7,5,6,5,1050
3,4,6,4,288
8,7,7,3,1176
4,3,3,5,180
1,2,8,1,16
1,6,2,4,48
3,4,1,7,84
7,7,8,3,1176
7,6,8,8,2688
8,8,4,4,24
8,3,8,1,192
1,6,3,5,90
6,7,5,1,210
1,7,1,2,11
7,1,8,5,21
7,1,4,5,140
5,1,7,5,175
6,1,7,1,15
6,2,5,6,360
8,6,6,7,2016
5,7,1,6,210
2,1,1,3,6
7,7,2,8,784
1,2,8,5,80
5,2,6,4,240
4,2,1,3,24
5,6,8,1,240
3,8,6,1,144
2,7,1,6,84
7,7,5,3,735
8,3,2,1,48
3,4,8,4,384
8,3,7,7,1176
7,6,1,2,84
8,5,2,3,240
6,8,8,8,3072
1,2,7,4,56
5,6,2,4,240
5,7,1,8,280
4,4,7,2,224
5,2,7,4,18
3,4,5,4,240
2,4,3,2,48
3,3,3,7,189
5,1,1,4,20
4,8,7,5,1120
7,5,8,5,1400
8,4,7,4,896
2,6,4,4,192
8,1,6,1,48
2,7,7,1,98
5,2,2,6,120
5,7,3,4,420
6,6,2,6,432
7,4,5,5,700
7,1,2,8,112
1,7,2,5,70
5,2,6,5,300
2,4,2,7,112
7,1,8,8,448
6,8,6,7,2016
6,7,5,8,1680
5,8,5,3,600
7,6,5,8,1680
1,5,7,2,15
4,5,5,6,600
7,1,5,7,245
1,6,5,6,180
6,3,6,4,432
2,2,5,4,80
3,4,1,6,72
4,5,1,4,80
1,8,3,5,120
5,7,3,1,105
5,4,2,3,120
8,5,8,6,1920
7,5,1,3,16
1,1,5,8,40
5,4,6,2,240
6,2,8,8,768
4,6,6,4,576
2,5,1,4,40
6,1,8,5,240
8,6,4,7,1344
5,6,2,5,300
6,8,8,8,3072
6,2,8,6,22
1,5,4,4,80
7,6,2,7,588
3,6,2,1,36
8,7,7,6,2352
1,7,3,8,19
2,1,2,2,8
4,1,2,7,56
8,8,3,4,768
5,6,6,2,19
3,5,2,2,60
4,1,8,6,192
6,7,5,6,1260
2,6,1,8,96
6,4,2,5,240
3,3,8,4,288
4,4,6,4,384
7,7,1,5,245
1,8,3,8,20
4,6,8,6,1152
8,1,3,3,72
5,3,6,2,180
7,1,6,2,84
1,8,3,5,120
1,8,3,5,120
5,8,2,2,160
1,8,1,4,32
7,3,2,8,336
8,8,4,5,1280
3,2,3,6,108
7,8,1,6,336
8,5,6,4,960
6,7,3,2,252
2,6,1,3,36
2,8,6,3,19
6,8,6,5,1440
2,5,7,6,420
3,4,5,4,240
8,2,2,5,160
2,6,6,1,72
6,1,6,4,144
5,8,1,1,40
8,2,8,6,768
3,5,5,8,600
5,8,4,2,320
8,6,3,8,1152
5,2,8,3,240
8,5,8,3,960
6,6,8,6,1728
5,2,5,8,400
8,4,2,6,384
5,1,7,5,175
5,3,6,3,270
1,2,2,8,32
8,2,5,4,320
2,2,7,1,28
1,4,2,6,48
3,7,4,5,420
1,5,4,5,100
1,3,7,7,147
3,3,3,4,108
4,5,1,5,100
1,1,3,8,24
4,6,3,7,504
8,4,2,6,20
2,2,5,7,140
8,8,3,2,384
5,1,3,7,105
5,3,7,5,525
3,4,4,2,96
3,3,3,8,216
7,7,5,5,24
4,1,1,2,8
1,2,5,8,80
8,6,5,2,480
3,7,4,6,504
5,8,7,4,1120
8,4,2,8,512
6,2,6,5,360
6,8,3,5,22
6,7,4,8,1344
4,5,5,2,200
3,8,2,4,192
3,5,1,5,75
1,1,7,3,21
6,7,8,4,1344
2,8,1,6,96
7,8,8,6,2688
5,5,6,7,1050
1,6,2,1,12
6,8,4,6,1152
1,2,7,4,56
5,2,4,5,200
2,1,5,1,10
3,6,6,8,864
3,6,6,7,756
8,1,8,6,384
8,8,2,7,896
2,8,6,4,384
7,3,8,5,840
2,8,6,1,96
8,8,6,7,2688
5,3,1,6,90
7,4,7,2,392
3,7,5,7,735
8,3,1,7,168
2,7,7,5,490
8,1,8,1,64
5,5,4,8,800
2,8,7,3,336
4,6,7,8,1344
7,3,4,4,336
7,7,2,1,98
3,6,6,5,540
4,3,5,3,180
4,6,8,3,576
5,3,7,8,840
5,1,1,7,35
8,6,3,5,720
5,1,5,2,50
2,2,1,3,12
6,1,2,1,12
2,7,5,6,420
8,4,6,5,960
4,4,6,3,288
8,8,6,5,1920
5,3,3,8,360
5,6,8,5,1200
8,6,1,2,17
8,6,7,2,672
7,2,8,1,18
1,3,6,1,18
2,8,8,1,128
2,6,5,2,120
3,8,7,3,504
3,7,5,7,735
2,2,3,8,96
3,6,5,5,450
5,7,5,5,875
1,5,6,2,60
8,1,1,4,32
3,1,7,2,42
6,8,8,5,1920
7,7,7,5,1715
1,7,3,4,84
6,2,3,2,72
8,8,6,7,2688
7,5,8,1,280
6,7,6,4,1008
6,3,6,8,864
2,2,1,3,12
3,6,6,7,756
6,5,8,7,1680
6,1,4,1,24
4,7,4,7,784
1,3,6,8,144
2,8,3,3,144
8,3,8,6,1152
2,6,7,3,252
7,1,7,1,49
1,2,2,5,20
4,4,4,7,448
4,2,6,2,96
8,2,5,7,560
3,5,6,4,18
3,6,2,7,252
2,8,8,6,768
3,5,7,1,16
2,4,7,7,392
6,6,1,6,216
1,6,2,6,72
2,7,4,7,392
4,4,6,8,768
5,8,4,8,25
5,6,1,2,60
5,4,1,4,80
7,8,6,1,336
4,6,6,7,1008
6,8,1,2,96
6,5,7,4,840
8,1,4,7,224
1,7,6,5,210
1,5,8,6,240
6,8,7,5,1680
1,7,4,2,56
7,2,7,5,490
4,5,6,7,840
5,1,3,5,75
2,1,7,7,98
4,5,7,5,700
2,6,2,2,48
3,3,6,7,378
5,4,6,3,360
6,5,8,5,1200
8,3,3,6,432
3,3,3,3,81
8,6,3,8,25
4,7,5,7,980
3,7,1,1,21
5,3,1,7,105
5,6,4,5,600
4,3,2,4,96
5,2,8,5,400
1,7,6,3,126
2,7,5,8,560
3,2,7,1,42
5,4,5,3,300
8,8,2,3,384
7,7,5,8,1960
5,5,3,2,150
8,4,6,8,1536
5,5,6,5,750
1,4,4,7,112
1,2,6,5,60
3,8,3,1,72
7,8,5,5,1400
1,7,7,2,98
7,6,5,5,1050
4,6,7,7,1176
8,5,8,8,2560
6,8,2,7,672
7,2,5,4,280
4,4,4,8,512
5,7,3,8,840
4,5,8,2,320
2,2,5,8,160
6,2,2,4,96
7,4,1,1,28
7,1,5,4,140
3,2,1,2,12
1,1,7,5,35
8,1,4,1,32
2,5,6,2,120
3,2,7,1,42
3,5,1,6,90
5,8,7,7,1960
6,2,7,5,420
6,8,3,2,19
6,7,1,7,294
8,4,2,2,128
7,1,1,3,21
5,5,3,8,600
1,3,5,2,30
7,4,7,2,392
6,4,3,6,432
1,2,1,1,2
2,1,7,8,112
5,6,6,2,360
4,1,2,5,40
6,2,5,6,360
8,5,5,1,200
4,2,3,2,48
7,4,4,3,336
4,3,7,7,588
1,8,4,6,192
7,7,1,4,196
2,5,5,6,18
8,5,8,4,1280
4,5,1,3,60
8,4,2,2,128
5,3,7,4,420
5,8,1,6,240
8,6,3,1,144
4,7,3,8,22
4,1,2,6,48
6,3,3,2,108
4,1,3,6,72
7,2,1,5,70
2,1,7,7,98
8,2,3,4,192
3,3,3,7,189
4,4,3,3,144
4,6,5,2,240
6,5,7,6,1260
4,8,5,4,640
3,3,4,6,216
1,3,6,1,18
3,7,3,1,63
8,7,2,2,224
1,1,5,1,5
7,6,2,5,420
5,1,2,7,70
4,8,6,1,192
1,4,4,7,112
2,2,1,2,8
3,1,3,4,36
2,2,7,4,112
7,5,1,5,175
8,5,4,8,25
4,3,4,4,192
4,5,7,8,1120
2,5,5,1,50
2,6,2,6,144
8,3,8,4,768
5,2,5,7,350
7,6,4,1,168
1,4,4,3,48
6,6,6,8,1728
7,1,4,6,168
6,6,7,7,1764
1,8,2,1,16
6,3,7,8,1008
6,6,6,5,1080
4,1,4,3,12
7,7,7,2,686
8,8,6,3,1152
1,8,4,4,128
4,1,6,3,72
2,6,6,3,216
2,3,6,1,36
5,4,3,6,18
8,3,7,1,168
3,1,4,8,96
7,4,3,1,84
5,1,7,1,35
3,3,7,3,189
7,3,5,7,735
2,2,6,7,168
6,6,6,8,1728
4,8,5,4,21
8,5,5,6,1200
6,5,3,6,540
1,3,4,8,96
7,4,4,4,448
3,1,7,5,105
6,6,3,6,648
7,3,7,6,882
1,2,6,5,60
2,7,2,8,224
4,7,1,7,196
8,4,4,1,128
8,2,4,8,512
3,2,5,7,210
5,5,1,1,25
8,6,7,6,2016
7,5,4,8,1120
6,1,5,6,180
3,2,3,2,36
2,4,2,2,32
5,8,3,2,240
1,8,7,3,168
4,5,2,4,160
4,3,6,5,360
7,7,1,8,392
1,1,4,2,8
3,2,8,7,336
3,1,1,6,18
4,3,3,8,288
4,1,5,1,20
7,7,7,7,2401
5,3,4,5,17
1,1,5,2,10
1,8,5,1,40
4,6,2,8,384
5,5,5,7,875
1,4,7,1,28
6,2,4,5,240
2,1,5,7,70
1,1,4,4,16
7,3,2,6,252
7,4,2,4,17
8,4,7,8,1792
7,3,4,4,336
5,7,6,2,420
2,6,3,6,216
4,7,3,7,588
3,2,1,6,36
3,1,4,8,96
7,3,3,4,252
1,6,7,1,15
5,7,4,4,560
3,5,6,1,90
8,5,2,3,240
1,3,3,1,9
6,1,3,8,144
3,7,1,7,147
4,4,3,7,336
3,2,6,2,72
1,1,2,4,8
6,1,2,1,12
3,5,4,1,60
8,4,3,1,96
7,4,8,5,1120
7,6,7,3,882
1,8,5,1,40
4,7,3,5,19
3,5,7,2,210
4,8,6,5,960
2,1,1,2,4
6,3,4,1,72
3,6,2,2,72
3,8,1,8,192
4,5,8,8,1280
7,5,2,2,140
1,7,6,3,126
1,2,1,4,8
4,4,8,7,896
3,6,3,7,378
5,1,4,3,60
4,2,3,3,72
3,5,3,2,90
4,7,5,5,700
1,7,7,1,49
4,7,8,4,896
7,1,5,3,105
6,3,1,4,72
2,3,3,5,90
8,6,8,2,768
8,3,1,7,168
7,4,7,1,196
2,3,7,6,252
7,2,3,1,42
2,4,5,7,280
3,4,3,3,108
4,6,8,8,1536
3,4,4,8,384
7,8,4,1,224
1,6,3,5,90
6,8,6,1,288
2,8,8,6,768
7,4,2,7,392
7,3,7,5,735
6,6,2,6,432
6,3,8,8,1152
4,3,6,3,216
3,2,6,7,252
5,4,3,8,480
2,4,2,8,128
6,3,7,6,756
5,2,5,6,300
2,3,5,5,150
6,4,3,8,576
3,1,6,2,36
8,7,7,7,2744
6,7,5,3,630
5,2,3,2,60
6,3,6,8,864
1,6,3,3,54
5,5,2,3,150
1,5,7,3,105
7,4,3,6,504
4,2,6,5,240
8,8,1,3,192
6,2,6,4,288
3,6,7,3,378
3,3,5,7,315
1,8,7,7,392
5,3,2,7,210
8,1,8,7,24
4,5,5,1,100
2,8,8,6,768
7,3,8,1,19
4,4,7,7,784
6,8,4,8,1536
1,7,1,3,21
5,5,5,4,500
7,7,4,5,980
3,8,2,3,144
1,4,8,8,256
5,2,3,8,240
3,5,6,6,540
2,2,1,6,24
5,1,1,5,25
2,5,5,2,100
6,7,6,3,756
7,1,6,6,252
8,4,4,6,768
4,3,5,2,120
2,6,8,8,768
6,8,7,6,2016
6,6,5,1,180
1,7,3,6,126
3,6,8,1,144
5,3,1,3,45
6,1,6,8,288
2,8,1,6,96
2,4,4,2,64
3,6,2,5,180
5,1,6,7,210
6,2,2,6,144
1,6,2,6,72
8,8,6,3,1152
3,4,4,4,192
2,8,2,5,160
7,8,1,1,56
7,2,7,5,490
7,7,5,5,1225
3,6,8,2,19
1,3,1,5,15
2,1,8,3,48
4,2,7,4,224
1,8,3,8,192
7,2,8,4,448
3,2,8,5,240
7,3,6,2,252
